,file,schema,title,organization,agency,websites,data_source,description,last_modified,metadata_available,metadata_url,category,resource_count
11,_datasets/2018-americorps-mes-americorps-member-exit-survey.md,data_rescue_project,2018 AmeriCorps MES AmeriCorps Member Exit Survey,AmeriCorps,AmeriCorps,data.americorps.gov,https://data.americorps.gov/National-Service/2018-AmeriCorps-MES-AmeriCorps-Member-Exit-Survey/sypt-sh4u/about_data,,2025-03-10,False,,Military & Veterans Affairs; Humanitarian & Disaster Relief,1
12,_datasets/2018-cdfi-program-awardee-performance-data-snapshot.md,data_rescue_project,2018 CDFI Program Awardee Performance Data Snapshot,Community Development Financial Institution (CDFI),Department of the Treasury,cdfifund.gov,https://www.cdfifund.gov/sites/cdfi/files/2021-08/CDFIFY2018-Performance-Data.pdf,,2025-03-31,False,,Housing & Community Development; Finance & Budget,1
13,_datasets/2018-new-markets-tax-credit-public-data-release-source-data.md,data_rescue_project,2018 New Markets Tax Credit Public Data Release Source Data,Community Development Financial Institution (CDFI),Department of the Treasury,cdfifund.gov,https://www.cdfifund.gov/sites/cdfi/files/documents/fy-2018-nmtc-public-data-release.xlsx,,2025-04-23,False,,Housing & Community Development; Finance & Budget,1
14,_datasets/2019-2024-monthly-nhs-traffic-speed-trends.md,data_rescue_project,2019-2024 Monthly NHS Traffic Speed Trends,Federal Highway Administration,Department of Transportation,datahub.transportation.gov,https://datahub.transportation.gov/stories/s/35nd-2jfs,,2025-10-11,False,,Transportation,1
15,_datasets/2019-americorps-mes-americorps-member-exit-survey.md,data_rescue_project,2019 AmeriCorps MES AmeriCorps Member Exit Survey,AmeriCorps,AmeriCorps,data.americorps.gov,https://data.americorps.gov/National-Service/2019-AmeriCorps-MES-AmeriCorps-Member-Exit-Survey/3s9n-2btu/about_data,,2025-03-10,False,,Military & Veterans Affairs; Humanitarian & Disaster Relief,1
16,_datasets/2019-cdfi-program-awardee-performance-data-snapshot.md,data_rescue_project,2019 CDFI Program Awardee Performance Data Snapshot,Community Development Financial Institution (CDFI),Department of the Treasury,cdfifund.gov,https://www.cdfifund.gov/documents/data-releases?page=1#~text=2019%20CDFI%20Program%20Awardee%20Performance%20Data%20Snapshot,,2025-03-31,False,,Housing & Community Development; Finance & Budget,1
17,_datasets/2019-cev-data-current-population-survey-civic-engagement-and-volunteering-supplement.md,data_rescue_project,2019 CEV Data Current Population Survey Civic Engagement and Volunteering Supplement,AmeriCorps,AmeriCorps,data.americorps.gov,https://data.americorps.gov/dataset/2019-CEV-Data-Current-Population-Survey-Civic-Enga/a6ak-yd7k,,2025-03-10,False,,Military & Veterans Affairs; Humanitarian & Disaster Relief,1
18,_datasets/2020-americorps-mes-americorps-member-exit-survey.md,data_rescue_project,2020 AmeriCorps MES AmeriCorps Member Exit Survey,AmeriCorps,AmeriCorps,data.americorps.gov,https://data.americorps.gov/National-Service/2020-AmeriCorps-MES-AmeriCorps-Member-Exit-Survey/tnxs-meph/about_data,,2025-03-10,False,,Military & Veterans Affairs; Humanitarian & Disaster Relief,1
19,_datasets/2020-cdfi-program-awardee-performance-data-snapshot.md,data_rescue_project,2020 CDFI Program Awardee Performance Data Snapshot,Community Development Financial Institution (CDFI),Department of the Treasury,cdfifund.gov,https://www.cdfifund.gov/sites/cdfi/files/2022-06/CDFI_PerformanceData20_Final.pdf,,2025-03-31,False,,Housing & Community Development; Finance & Budget,1
20,_datasets/2020-nonemployer-statistics-by-demographics-series-nes-d-statistics-for-employer-and-nonemployer-firms-by-industry-sex-ethnicity-race-and-veteran-status-for-the-us-states-metro-areas-and-counties.md,data_rescue_project,"2020 Nonemployer Statistics by Demographics series (NES-D) Statistics for Employer and Nonemployer Firms by Industry, Sex, Ethnicity, Race, and Veteran Status for the U.S., States, Metro Areas, and Counties",Minority Business Development Agency,Department of Commerce,mbda.gov,https://www.mbda.gov/research/data/Firm%20Statistics%20by%20Demographics%20%282020%29,,2025-04-02,False,,Business & Economy,1
21,_datasets/2021-americorps-mes-americorps-member-exit-survey.md,data_rescue_project,2021 AmeriCorps MES AmeriCorps Member Exit Survey,AmeriCorps,AmeriCorps,data.americorps.gov,https://data.americorps.gov/National-Service/2021-AmeriCorps-MES-AmeriCorps-Member-Exit-Survey/58uq-h8je,,2025-03-10,False,,Military & Veterans Affairs; Humanitarian & Disaster Relief,1
22,_datasets/2021-cdfi-program-awardee-performance-data-snapshot.md,data_rescue_project,2021 CDFI Program Awardee Performance Data Snapshot,Community Development Financial Institution (CDFI),Department of the Treasury,cdfifund.gov,https://www.cdfifund.gov/sites/cdfi/files/2023-07/CDFI_Performance_Data_Snapshot_2021.pdf,,2025-03-31,False,,Housing & Community Development; Finance & Budget,1
23,_datasets/2021-cev-data-current-population-survey-civic-engagement-and-volunteering-supplement.md,data_rescue_project,2021 CEV Data Current Population Survey Civic Engagement and Volunteering Supplement,AmeriCorps,AmeriCorps,data.americorps.gov,https://data.americorps.gov/dataset/2021-CEV-Data-Current-Population-Survey-Civic-Enga/n3gv-uwex,,2025-03-10,False,,Military & Veterans Affairs; Humanitarian & Disaster Relief,1
24,_datasets/2021-nonemployer-statistics-by-demographics-series-nes-d-statistics-for-employer-and-nonemployer-firms-by-industry-sex-ethnicity-race-and-veteran-status-for-the-us-states-metro-areas-and-counties.md,data_rescue_project,"2021 Nonemployer Statistics by Demographics series (NES-D) Statistics for Employer and Nonemployer Firms by Industry, Sex, Ethnicity, Race, and Veteran Status for the U.S., States, Metro Areas, and Counties",Minority Business Development Agency,Department of Commerce,mbda.gov,https://www.mbda.gov/research/data/Firm%20Statistics%20by%20Demographics%20%282021%29,,2025-04-02,False,,Business & Economy,1
25,_datasets/2022-americorps-mes-americorps-member-exit-survey.md,data_rescue_project,2022 AmeriCorps MES AmeriCorps Member Exit Survey,AmeriCorps,AmeriCorps,data.americorps.gov,https://data.americorps.gov/National-Service/2022-AmeriCorps-MES-AmeriCorps-Member-Exit-Survey/59ia-vsnv,,2025-03-10,False,,Military & Veterans Affairs; Humanitarian & Disaster Relief,1
26,_datasets/2022-cdfi-naca-and-cdfi-rrp-program-award-recipient-performance-data-snapshot.md,data_rescue_project,2022 CDFI NACA and CDFI RRP Program Award Recipient Performance Data Snapshot,Community Development Financial Institution (CDFI),Department of the Treasury,cdfifund.gov,https://www.cdfifund.gov/sites/cdfi/files/2024-12/CDFI_RRP_Snapshot_FY22_Final.pdf,,2025-03-31,False,,Housing & Community Development; Finance & Budget,1
27,_datasets/2022-covid-19-workplace-safety-frameworkre-entry-plan.md,data_rescue_project,2022 COVID-19 Workplace Safety Framework/Re-entry Plan,Federal Mediation and Conciliation Service,Federal Mediation and Conciliation Service,fmcs.gov,https://www.fmcs.gov/resources/documents-and-data/,,2025-03-31,False,,Labor & Employment,1
28,_datasets/2022-environmental-performance-index-epi.md,data_rescue_project,2022 Environmental Performance Index (EPI),NASA Goddard Space Flight Center,National Aeronautics and Space Administration,cmr.earthdata.nasa.gov,https://cmr.earthdata.nasa.gov/search/concepts/C3540911446-ESDIS.html,,2025-12-19,False,,Science & Research,1
29,_datasets/2023-americorps-mes-americorps-member-exit-survey.md,data_rescue_project,2023 AmeriCorps MES AmeriCorps Member Exit Survey,AmeriCorps,AmeriCorps,data.americorps.gov,https://data.americorps.gov/National-Service/2023-AmeriCorps-MES-AmeriCorps-Member-Exit-Survey/frpm-n3u5/about_data,,2025-03-10,False,,Military & Veterans Affairs; Humanitarian & Disaster Relief,1
30,_datasets/2023-cev-data-current-population-survey-civic-engagement-and-volunteering-supplement.md,data_rescue_project,2023 CEV Data Current Population Survey Civic Engagement and Volunteering Supplement,AmeriCorps,AmeriCorps,data.americorps.gov,https://data.americorps.gov/dataset/2023-CEV-Data-Current-Population-Survey-Civic-Enga/be5g-4c5r/about_data,,2025-03-10,False,,Military & Veterans Affairs; Humanitarian & Disaster Relief,1
31,_datasets/500-cities-local-data-for-better-health-2019-release.md,data_rescue_project,"500 Cities Local Data for Better Health, 2019 release",Centers for Disease Control and Prevention (CDC),Department of Health and Human Services,data.cdc.gov,https://data.cdc.gov/d/6vp6-wxuq,,2025-12-21,False,,Health & Healthcare,1
32,_datasets/50th-percentile-rent-estimates.md,data_rescue_project,50th Percentile Rent Estimates,U.S. Department of Housing and Urban Development - Office of Policy Development and Research,Department of Housing and Urban Development,huduser.gov,https://www.huduser.gov/portal/datasets/50per.html#null,,2025-03-26,False,,Housing & Community Development,1
33,_datasets/a-high-throughput-turbulent-mixing-condensation-aerosol-concentrator-for-direct-aerosol-collection-as-a-liquid-suspension.md,data_rescue_project,"A High-throughput, Turbulent-mixing, Condensation Aerosol Concentrator for Direct Aerosol Collection as a Liquid Suspension",Centers for Disease Control and Prevention (CDC),Department of Health and Human Services,data.cdc.gov,https://data.cdc.gov/National-Institute-for-Occupational-Safety-and-Hea/A-High-throughput-Turbulent-mixing-Condensation-Ae/c75w-3h6e,,2025-11-05,False,,Health & Healthcare,1
34,_datasets/a-national-thermal-generator-performance-database.md,data_rescue_project,A National Thermal Generator Performance Database,National Renewable Energy Laboratory,Department of Energy,data.nrel.gov,https://data.nrel.gov/submissions/100,,2025-06-15,False,,Climate & Environment; Energy,1
35,_datasets/access-to-intercity-air-bus-and-rail-transportation-in-rural-areas.md,data_rescue_project,"Access to Intercity Air, Bus, and Rail Transportation in Rural Areas",Bureau of Transportation Statistics,Department of Transportation,data.bts.gov,https://data.bts.gov/Research-and-Statistics/Access-to-Intercity-Air-Bus-and-Rail-Transportatio/m2bh-93w3/about_data,,2025-04-26,False,,Science & Research; Transportation,1
36,_datasets/accountable-care-organization-aco-realizing-equity-and-community-health-reach-eligible-beneficiaries.md,data_rescue_project,Accountable Care Organization (ACO) Realizing Equity and Community Health (REACH) Eligible Beneficiaries,Centers for Medicare and Medicaid Services (CMS),Department of Health and Human Services,data.cms.gov,https://data.cms.gov/cms-innovation-center-programs/accountable-care-models/aco-reach-eligible-beneficiaries,,2025-10-01,True,,Health & Healthcare; Social Services,1
37,_datasets/accountable-care-organization-participants.md,data_rescue_project,Accountable Care Organization Participants,Centers for Medicare and Medicaid Services (CMS),Department of Health and Human Services,data.cms.gov,https://data.cms.gov/medicare-shared-savings-program/accountable-care-organization-participants,,2025-06-15,False,,Health & Healthcare,1
38,_datasets/accountable-care-organizations.md,data_rescue_project,Accountable Care Organizations,Centers for Medicare and Medicaid Services (CMS),Department of Health and Human Services,data.cms.gov,https://data.cms.gov/medicare-shared-savings-program/accountable-care-organizations,,2025-06-15,False,,Health & Healthcare,1
39,_datasets/aco-realizing-equity-access-and-community-health-aligned-beneficiaries.md,data_rescue_project,"ACO Realizing Equity, Access and Community Health Aligned Beneficiaries",Centers for Medicare and Medicaid Services (CMS),Department of Health and Human Services,data.cms.gov,https://data.cms.gov/cms-innovation-center-programs/aco-realizing-equity-access-and-community-health/aco-realizing-equity-access-and-community-health-aligned-beneficiaries,,2025-05-14,False,,Health & Healthcare,1
40,_datasets/aco-realizing-equity-access-and-community-health-financial-and-quality-results.md,data_rescue_project,"ACO Realizing Equity, Access and Community Health Financial and Quality Results",Centers for Medicare and Medicaid Services (CMS),Department of Health and Human Services,data.cms.gov,https://data.cms.gov/cms-innovation-center-programs/aco-realizing-equity-access-and-community-health/aco-realizing-equity-access-and-community-health-financial-and-quality-results,,2025-05-14,False,,Health & Healthcare,1
41,_datasets/aco-realizing-equity-access-and-community-health-providers.md,data_rescue_project,"ACO Realizing Equity, Access and Community Health Providers",Centers for Medicare and Medicaid Services (CMS),Department of Health and Human Services,data.cms.gov,https://data.cms.gov/cms-innovation-center-programs/aco-realizing-equity-access-and-community-health/aco-realizing-equity-access-and-community-health-providers,,2025-05-14,False,,Health & Healthcare,1
42,_datasets/acs-hud-data-linkage.md,data_rescue_project,ACS-HUD Data Linkage,U.S. Department of Housing and Urban Development - Office of Policy Development and Research,Department of Housing and Urban Development,huduser.gov,https://www.huduser.gov/portal/datasets/acs-hud-data-linkage.html,,2025-04-22,True,,Housing & Community Development,1
43,_datasets/activities-of-us-affiliates-of-foreign-multinational-enterprises-data.md,data_rescue_project,Activities of U.S. Affiliates of Foreign Multinational Enterprises Data,Bureau of Economic Analysis,Department of Commerce,bea.gov,https://www.bea.gov/data/intl-trade-investment/activities-us-affiliates-foreign-mnes,,2025-11-24,False,,Science & Research; Business & Economy,1
44,_datasets/administrative-law-judge-decisions.md,data_rescue_project,Administrative Law Judge Decisions,National Labor Relations Board,National Labor Relations Board,nlrb.gov,https://www.nlrb.gov/cases-decisions/decisions/administrative-law-judge-decisions,,2025-05-14,False,,Labor & Employment,1
45,_datasets/advance-investment-payment-spend-plan.md,data_rescue_project,Advance Investment Payment Spend Plan,Centers for Medicare and Medicaid Services (CMS),Department of Health and Human Services,data.cms.gov,https://data.cms.gov/medicare-shared-savings-program/advance-investment-payment-spend-plan,,2025-05-14,False,,Health & Healthcare,1
46,_datasets/aff---air-carrier-aircraft-fleet-age.md,data_rescue_project,AFF - Air Carrier Aircraft Fleet Age,Bureau of Transportation Statistics,Department of Transportation,data.bts.gov,https://data.bts.gov/Aviation/AFF-Air-Carrier-Aircraft-Fleet-Age/xrt2-b7j8/about_data,,2025-10-11,False,,Science & Research; Transportation,1
47,_datasets/aff---aircraft-fleet-age-by-carrier.md,data_rescue_project,AFF - Aircraft Fleet Age by Carrier,Bureau of Transportation Statistics,Department of Transportation,data.bts.gov,https://data.bts.gov/Aviation/AFF-Aircraft-Fleet-Age-by-Carrier/hinw-eisy/about_data,,2025-09-22,False,,Science & Research; Transportation,1
48,_datasets/aff---average-air-fare-by-carrier.md,data_rescue_project,AFF - Average Air Fare by Carrier,Bureau of Transportation Statistics,Department of Transportation,data.bts.gov,https://data.bts.gov/Aviation/AFF-Average-Air-Fare-by-Carrier/gjp5-nh2u/about_data,,2025-09-22,False,,Science & Research; Transportation,1
49,_datasets/aff---average-air-fare-by-quarter.md,data_rescue_project,AFF - Average Air Fare by Quarter,Bureau of Transportation Statistics,Department of Transportation,data.bts.gov,https://data.bts.gov/Aviation/AFF-Average-Air-Fare-by-Quarter/h77j-murt/about_data,,2025-10-11,False,,Science & Research; Transportation,1
50,_datasets/aff---ga-inventory.md,data_rescue_project,AFF - GA Inventory,Bureau of Transportation Statistics,Department of Transportation,data.bts.gov,https://data.bts.gov/Aviation/AFF-GA-Inventory/u2pk-kyws/about_data,,2025-09-22,False,,Science & Research; Transportation,1
51,_datasets/aff---ga-performance.md,data_rescue_project,AFF - GA Performance,Bureau of Transportation Statistics,Department of Transportation,data.bts.gov,https://data.bts.gov/Aviation/AFF-GA-Performance/kxxg-a7c6/about_data,,2025-10-11,False,,Science & Research; Transportation,1
52,_datasets/aff---p12-operating-revenues-by-carrier.md,data_rescue_project,AFF - P12 Operating Revenues by Carrier,Bureau of Transportation Statistics,Department of Transportation,data.bts.gov,https://data.bts.gov/Aviation/AFF-P12-Operating-Revenues-by-Carrier/9tn7-rkk2/about_data,,2025-10-11,False,,Science & Research; Transportation,1
53,_datasets/aff---p12a---air-carrier-fuel-efficiency-by-year.md,data_rescue_project,AFF - P12a - Air Carrier Fuel Efficiency by Year,Bureau of Transportation Statistics,Department of Transportation,data.bts.gov,https://data.bts.gov/Aviation/AFF-P12a-Air-Carrier-Fuel-Efficiency-by-Year/w8ea-nba4/about_data,,2025-10-11,False,,Science & Research; Transportation,1
54,_datasets/aff---p12a---fuel-consumption-by-carrier-group.md,data_rescue_project,AFF - P12a - Fuel Consumption by Carrier Group,Bureau of Transportation Statistics,Department of Transportation,data.bts.gov,https://data.bts.gov/Aviation/AFF-P12a-Fuel-Consumption-by-Carrier-Group/33xp-y9fx/about_data,,2025-10-11,False,,Science & Research; Transportation,1
55,_datasets/aff---p12a---fuel-cost-by-carrier-group.md,data_rescue_project,AFF - P12a - Fuel Cost by Carrier Group,Bureau of Transportation Statistics,Department of Transportation,data.bts.gov,https://data.bts.gov/Aviation/AFF-P12a-Fuel-Cost-by-Carrier-Group/navd-gpqa/about_data,,2025-10-11,False,,Science & Research; Transportation,1
56,_datasets/aff---p1a-employees-summary.md,data_rescue_project,AFF - P1a Employees Summary,Bureau of Transportation Statistics,Department of Transportation,data.bts.gov,https://data.bts.gov/Aviation/AFF-P1a-Employees-Summary/em9t-xx9j/about_data,,2025-10-11,False,,Science & Research; Transportation,1
57,_datasets/aff---t100-segment-summary-by-carrier.md,data_rescue_project,AFF - T100 Segment Summary By Carrier,Bureau of Transportation Statistics,Department of Transportation,data.bts.gov,https://data.bts.gov/Aviation/AFF-T100-Segment-Summary-By-Carrier/q4tb-tbff/about_data,,2025-10-11,False,,Science & Research; Transportation,1
58,_datasets/aff---t100-segment-summary-by-country.md,data_rescue_project,AFF - T100 Segment Summary By Country,Bureau of Transportation Statistics,Department of Transportation,data.bts.gov,https://data.bts.gov/Aviation/AFF-T100-Segment-Summary-By-Country/56rv-9p75/about_data,,2025-10-11,False,,Science & Research; Transportation,1
59,_datasets/aff---t100-segment-summary-by-origin-airport.md,data_rescue_project,AFF - T100 Segment Summary By Origin Airport,Bureau of Transportation Statistics,Department of Transportation,data.bts.gov,https://data.bts.gov/Aviation/AFF-T100-Segment-Summary-By-Origin-Airport/r495-tyji/about_data,,2025-10-11,False,,Science & Research; Transportation,1
60,_datasets/aff---t100-segment-summary.md,data_rescue_project,AFF - T100 Segment Summary,Bureau of Transportation Statistics,Department of Transportation,data.bts.gov,https://data.bts.gov/Aviation/AFF-T100-Segment-Summary/bu82-4pwz/about_data,,2025-10-11,False,,Science & Research; Transportation,1
61,_datasets/affirmatively-furthering-fair-housing-affh-data.md,data_rescue_project,Affirmatively Furthering Fair Housing (AFFH) Data,Department of Housing and Urban Development,Department of Housing and Urban Development,hud.gov,https://www.hud.gov/AFFH,,2025-05-19,True,https://datacatalog.urban.org/dataset/us-department-housing-and-urban-development-affirmatively-furthering-fair-housing-hud-affh,Housing & Community Development,1
62,_datasets/afghanistan-usaid-education-data.md,data_rescue_project,Afghanistan USAID Education Data,M/CIO Development Information Solution (DIS),U.S. Agency for International Development,data.usaid.gov,data.usaid.gov,,2025-11-03,False,,Education; Humanitarian & Disaster Relief,1
63,_datasets/agency-for-healthcare-research-and-quality-ahrq-patient-safety-indicator-11-psi-11-measure-rates.md,data_rescue_project,Agency for Healthcare Research and Quality (AHRQ) Patient Safety Indicator 11 (PSI-11) Measure Rates,Centers for Medicare and Medicaid Services (CMS),Department of Health and Human Services,data.cms.gov,https://data.cms.gov/quality-of-care/agency-for-healthcare-research-and-quality-ahrq-patient-safety-indicator-11-psi-11-measure-rates,,2025-06-23,False,,Health & Healthcare,1
64,_datasets/aggregated-national-vehicle-miles-traveled-vmt-forecasting-30-years-into-the-future.md,data_rescue_project,Aggregated National Vehicle Miles Traveled (VMT) Forecasting – 30 Years into the Future,Federal Highway Administration,Department of Transportation,fhwa.dot.gov,https://www.fhwa.dot.gov/policyinformation/tables/vmt/vmt_forecast_sum.cfm,,2025-11-15,False,,Transportation,1
65,_datasets/aging-independence-and-disability-agid-program-portal-data.md,data_rescue_project,"AGing, Independence, and Disability (AGID) Program Portal Data",Administration for Community Living,Department of Health and Human Services,agid.acl.gov,https://agid.acl.gov/release.html,,2025-05-19,True,https://datacatalog.urban.org/dataset/aging-independence-and-disability-agid-program-portal-data,Health & Healthcare; Social Services,1
66,_datasets/agreement-of-hip-kinematics-between-two-tracking-marker-configurations-used-with-the-1-coda-pelvis-during-ergonomic-roofing-tasks.md,data_rescue_project,Agreement of hip kinematics between two tracking marker configurations used with the 1 CODA pelvis during ergonomic roofing tasks,Centers for Disease Control and Prevention (CDC),Department of Health and Human Services,data.cdc.gov,https://data.cdc.gov/National-Institute-for-Occupational-Safety-and-Hea/Agreement-of-hip-kinematics-between-two-tracking-m/j63e-g9bn,,2025-11-05,False,,Health & Healthcare,1
67,_datasets/aids-drug-assistance-programs-adaps.md,data_rescue_project,AIDS Drug Assistance Programs (ADAPS),Health Resources and Services Administration,Department of Health and Human Services,hrsa.gov,https://www.hrsa.gov/grants/find-funding/HRSA-23-056,,2025-03-26,False,,Health & Healthcare,1
68,_datasets/air-data-pre-generated-files-dec-2024.md,data_rescue_project,"Air Data Pre-Generated Files, Dec. 2024",Environmental Protection Agency,Environmental Protection Agency,aqs.epa.gov,https://aqs.epa.gov/aqsweb/airdata/download_files.html,,2025-05-18,False,,Climate & Environment,1
69,_datasets/airports----citizen-connect.md,data_rescue_project,Airports -- Citizen Connect,Bureau of Transportation Statistics,Department of Transportation,data.bts.gov,https://data.bts.gov/Aviation/Airports-Citizen-Connect/kfcv-nyy3/about_data,,2025-04-26,False,,Science & Research; Transportation,1
70,_datasets/american-communities-survey-acs.md,data_rescue_project,American Communities Survey (ACS),Census Bureau,Department of Commerce,census.gov,https://www.census.gov/programs-surveys/acs,,2025-03-03,True,,Social Services; Health & Healthcare; Business & Economy; Labor & Employment; Education; Housing & Community Development,1
71,_datasets/american-community-survey-acs---2022-2023.md,data_rescue_project,American Community Survey (ACS) - 2022-2023,Census Bureau,Department of Commerce,census.gov,https://www.census.gov/,,2025-03-02,False,,Social Services; Health & Healthcare; Business & Economy; Labor & Employment; Education; Housing & Community Development,1
72,_datasets/american-housing-survey-ahs---2013-2023.md,data_rescue_project,American Housing Survey (AHS) - 2013-2023,Web Master Public Affair,Department of Housing and Urban Development,hud.gov,https://www.hud.gov/,,2025-03-02,False,,Housing & Community Development; Finance & Budget,1
73,_datasets/american-housing-survey-ahs.md,data_rescue_project,American Housing Survey (AHS),Census Bureau,Department of Commerce,census.gov,https://www.census.gov/programs-surveys/ahs/data.html?text-list-0ff840ba34%3Atab=all#text-list-0ff840ba34,,2025-04-29,False,,Social Services; Health & Healthcare; Business & Economy; Labor & Employment; Education; Housing & Community Development,1
74,_datasets/american-rescue-plan-arp-rural-payments.md,data_rescue_project,American Rescue Plan (ARP) Rural Payments,Centers for Disease Control and Prevention (CDC),Department of Health and Human Services,data.cdc.gov,https://data.cdc.gov/d/8v6a-z6zq,,2025-12-21,False,,Health & Healthcare,1
75,_datasets/american-time-use-survey---2013-2023.md,data_rescue_project,American Time Use Survey - 2013-2023,Bureau of Labor Statistics,Department of Labor,bls.gov,https://www.bls.gov/tus/,,2025-03-26,False,,Labor & Employment; Business & Economy,1
76,_datasets/americorps-civic-engagement-and-volunteering-cev-dashboard.md,data_rescue_project,AmeriCorps Civic Engagement and Volunteering (CEV) Dashboard,AmeriCorps,AmeriCorps,data.americorps.gov,https://data.americorps.gov/stories/s/62w6-z7xa,,2025-03-10,False,,Military & Veterans Affairs; Humanitarian & Disaster Relief,1
77,_datasets/americorps-member-exit-survey-01012018---12312018.md,data_rescue_project,AmeriCorps Member Exit Survey 01/01/2018 - 12/31/2018,AmeriCorps,AmeriCorps,data.americorps.gov,https://data.americorps.gov/National-Service/AmeriCorps-Member-Exit-Survey-01-01-2018-12-31-201/a63n-jsfz,,2025-03-10,False,,Military & Veterans Affairs; Humanitarian & Disaster Relief,1
78,_datasets/americorps-member-race-and-ethnicity-national-figures.md,data_rescue_project,AmeriCorps Member Race and Ethnicity National Figures,AmeriCorps,AmeriCorps,data.americorps.gov,https://data.americorps.gov/d/as6e-6nns,,2025-03-10,False,,Military & Veterans Affairs; Humanitarian & Disaster Relief,1
79,_datasets/americorps-members-demographic.md,data_rescue_project,AmeriCorps Members Demographic,AmeriCorps,AmeriCorps,data.americorps.gov,https://data.americorps.gov/National-Service/AmeriCorps-Members-Demographic/2ca3-89j5/about_data,,2025-03-10,False,,Military & Veterans Affairs; Humanitarian & Disaster Relief,1
