,file,project_title,id,url,format,status,size,download_date,maintainer,notes
10,_datasets/2017-cev-data-current-population-survey-civic-engagement-and-volunteering-supplement.md,2017 CEV Data Current Population Survey Civic Engagement and Volunteering Supplement,406,https://www.datalumos.org/datalumos/project/222044/version/V2/view,"CSV, XLSX, PDF",Finished,0.0,2025-03-08,"DRP, DL",
11,_datasets/2018-americorps-mes-americorps-member-exit-survey.md,2018 AmeriCorps MES AmeriCorps Member Exit Survey,393,https://www.datalumos.org/datalumos/project/222043/version/V1/view,"CSV, XLSX, PDF",Finished,0.0,2025-03-08,"DRP, DL",
12,_datasets/2018-cdfi-program-awardee-performance-data-snapshot.md,2018 CDFI Program Awardee Performance Data Snapshot,667,https://www.datalumos.org/datalumos/project/224367/version/V1/view,PDF,Finished,0.0,2025-03-26,"DRP, DL",
13,_datasets/2018-new-markets-tax-credit-public-data-release-source-data.md,2018 New Markets Tax Credit Public Data Release Source Data,796,https://www.datalumos.org/datalumos/project/225321/version/V1/view,"XLSX, PDF",Finished,0.003,2025-04-02,"DRP, DL",
14,_datasets/2019-2024-monthly-nhs-traffic-speed-trends.md,2019-2024 Monthly NHS Traffic Speed Trends,1322,https://www.datalumos.org/datalumos/project/238482/version/V1/view,CSV,Finished,0.0003,2025-09-30,"DRP, DL",
15,_datasets/2019-americorps-mes-americorps-member-exit-survey.md,2019 AmeriCorps MES AmeriCorps Member Exit Survey,394,https://www.datalumos.org/datalumos/project/222043/version/V1/view,"CSV, XLSX, PDF",Finished,0.0,2025-03-08,"DRP, DL",
16,_datasets/2019-cdfi-program-awardee-performance-data-snapshot.md,2019 CDFI Program Awardee Performance Data Snapshot,663,https://www.datalumos.org/datalumos/project/224361/version/V1/view,"PDF, XLSX",Finished,0.0,2025-03-26,"DRP, DL",
17,_datasets/2019-cev-data-current-population-survey-civic-engagement-and-volunteering-supplement.md,2019 CEV Data Current Population Survey Civic Engagement and Volunteering Supplement,405,https://www.datalumos.org/datalumos/project/222044/version/V2/view,"CSV, XLSX, PDF",Finished,0.0,2025-03-08,"DRP, DL",
18,_datasets/2020-americorps-mes-americorps-member-exit-survey.md,2020 AmeriCorps MES AmeriCorps Member Exit Survey,391,https://www.datalumos.org/datalumos/project/222043/version/V1/view,"CSV, XLSX, PDF",Finished,0.0,2025-03-08,"DRP, DL",
19,_datasets/2020-cdfi-program-awardee-performance-data-snapshot.md,2020 CDFI Program Awardee Performance Data Snapshot,666,https://www.datalumos.org/datalumos/project/224365/version/V1/view,PDF,Finished,0.0,2025-03-26,"DRP, DL",
20,_datasets/2020-nonemployer-statistics-by-demographics-series-nes-d-statistics-for-employer-and-nonemployer-firms-by-industry-sex-ethnicity-race-and-veteran-status-for-the-us-states-metro-areas-and-counties.md,"2020 Nonemployer Statistics by Demographics series (NES-D) Statistics for Employer and Nonemployer Firms by Industry, Sex, Ethnicity, Race, and Veteran Status for the U.S., States, Metro Areas, and Counties",697,https://www.datalumos.org/datalumos/project/223441/version/V1/view,"ZIP, CSV, TXT",Finished,0.0,2025-03-18,"DRP, DL",
21,_datasets/2021-americorps-mes-americorps-member-exit-survey.md,2021 AmeriCorps MES AmeriCorps Member Exit Survey,392,https://www.datalumos.org/datalumos/project/222043/version/V1/view,"CSV, XLSX, PDF",Finished,0.0,2025-03-08,"DRP, DL",
22,_datasets/2021-cdfi-program-awardee-performance-data-snapshot.md,2021 CDFI Program Awardee Performance Data Snapshot,665,https://www.datalumos.org/datalumos/project/224364/version/V1/view,PDF,Finished,0.0,2025-03-26,"DRP, DL",
23,_datasets/2021-cev-data-current-population-survey-civic-engagement-and-volunteering-supplement.md,2021 CEV Data Current Population Survey Civic Engagement and Volunteering Supplement,403,https://www.datalumos.org/datalumos/project/222044/version/V2/view,"CSV, XLSX, PDF",Finished,0.0,2025-03-08,"DRP, DL",
24,_datasets/2021-nonemployer-statistics-by-demographics-series-nes-d-statistics-for-employer-and-nonemployer-firms-by-industry-sex-ethnicity-race-and-veteran-status-for-the-us-states-metro-areas-and-counties.md,"2021 Nonemployer Statistics by Demographics series (NES-D) Statistics for Employer and Nonemployer Firms by Industry, Sex, Ethnicity, Race, and Veteran Status for the U.S., States, Metro Areas, and Counties",698,https://www.datalumos.org/datalumos/project/223442/version/V1/view,"ZIP, CSV, TXT",Finished,0.0,2025-03-18,"DRP, DL",
25,_datasets/2022-americorps-mes-americorps-member-exit-survey.md,2022 AmeriCorps MES AmeriCorps Member Exit Survey,389,https://www.datalumos.org/datalumos/project/222043/version/V1/view,"CSV, XLSX, PDF",Finished,0.0,2025-03-08,"DRP, DL",
26,_datasets/2022-cdfi-naca-and-cdfi-rrp-program-award-recipient-performance-data-snapshot.md,2022 CDFI NACA and CDFI RRP Program Award Recipient Performance Data Snapshot,662,https://www.datalumos.org/datalumos/project/224342/version/V1/view,"PDF, PNG",Finished,0.0,2025-03-26,"DRP, DL",
27,_datasets/2022-covid-19-workplace-safety-frameworkre-entry-plan.md,2022 COVID-19 Workplace Safety Framework/Re-entry Plan,640,https://www.datalumos.org/datalumos/project/223063/version/V1/view,PDF,Finished,0.0,2025-03-15,"DRP, DL",Regulations and Policies Tab
28,_datasets/2022-environmental-performance-index-epi.md,2022 Environmental Performance Index (EPI),1721,https://www.datalumos.org/datalumos/project/240828/version/V3/view,"PDF, CSV, XLSX",Finished,0.0439,2025-01-12,"DRP, DL",
29,_datasets/2023-americorps-mes-americorps-member-exit-survey.md,2023 AmeriCorps MES AmeriCorps Member Exit Survey,395,https://www.datalumos.org/datalumos/project/222043/version/V1/view,"CSV, XLSX, PDF",Finished,0.0,2025-03-08,"DRP, DL",
30,_datasets/2023-cev-data-current-population-survey-civic-engagement-and-volunteering-supplement.md,2023 CEV Data Current Population Survey Civic Engagement and Volunteering Supplement,404,https://www.datalumos.org/datalumos/project/222044/version/V2/view,"CSV, XLSX, PDF",Finished,0.0,2025-03-08,"DRP, DL",
31,_datasets/500-cities-local-data-for-better-health-2019-release.md,"500 Cities Local Data for Better Health, 2019 release",1741,https://www.datalumos.org/datalumos/project/240921/version/V1/view,,Finished,,2012-03-25,"DRP, DL",
32,_datasets/50th-percentile-rent-estimates.md,50th Percentile Rent Estimates,108,https://www.datalumos.org/datalumos/project/218581/version/V1/view,"XLS, XLSX",Finished,0.0,2025-02-09,"DRP, DL",
33,_datasets/a-high-throughput-turbulent-mixing-condensation-aerosol-concentrator-for-direct-aerosol-collection-as-a-liquid-suspension.md,"A High-throughput, Turbulent-mixing, Condensation Aerosol Concentrator for Direct Aerosol Collection as a Liquid Suspension",1513,https://www.datalumos.org/datalumos/project/233571/view,,Finished,,,DL,
34,_datasets/a-national-thermal-generator-performance-database.md,A National Thermal Generator Performance Database,1142,https://www.datalumos.org/datalumos/project/231316/version/V1/view,"ZIP, PNG, CSV, DOCX",Finished,0.002,2025-05-29,"DRP, DL",
35,_datasets/access-to-intercity-air-bus-and-rail-transportation-in-rural-areas.md,"Access to Intercity Air, Bus, and Rail Transportation in Rural Areas",874,https://www.datalumos.org/datalumos/project/222621/version/V1/view,CSV,Finished,0.0,2025-03-12,"DRP, DL",
36,_datasets/accountable-care-organization-aco-realizing-equity-and-community-health-reach-eligible-beneficiaries.md,Accountable Care Organization (ACO) Realizing Equity and Community Health (REACH) Eligible Beneficiaries,1296,https://www.datalumos.org/datalumos/project/238469/version/V1/view,ZIP,Finished,0.001,2025-09-29,"DRP, DL","Includes annual files for 2021, 2022, and 2023."
37,_datasets/accountable-care-organization-participants.md,Accountable Care Organization Participants,1138,https://www.datalumos.org/datalumos/project/230662/version/V1/view,CSV,Finished,0.0,2025-05-21,"DRP, DL",
38,_datasets/accountable-care-organizations.md,Accountable Care Organizations,1137,https://www.datalumos.org/datalumos/project/229901/version/V1/view,CSV,Finished,0.0,2025-05-15,"DRP, DL",
39,_datasets/aco-realizing-equity-access-and-community-health-aligned-beneficiaries.md,"ACO Realizing Equity, Access and Community Health Aligned Beneficiaries",1001,https://www.datalumos.org/datalumos/project/227661/view,"ZIP, PDF",Finished,0.0,2025-04-24,"DRP, DL",
40,_datasets/aco-realizing-equity-access-and-community-health-financial-and-quality-results.md,"ACO Realizing Equity, Access and Community Health Financial and Quality Results",1002,https://www.datalumos.org/datalumos/project/227672/version/V2/view,"ZIP, PDF, CSV",Finished,0.001,2025-04-24,"DRP, DL",
41,_datasets/aco-realizing-equity-access-and-community-health-providers.md,"ACO Realizing Equity, Access and Community Health Providers",1003,https://www.datalumos.org/datalumos/project/227674/version/V2/view,"ZIP, PDF, CSV",Finished,0.002,2025-04-24,"DRP, DL",
42,_datasets/acs-hud-data-linkage.md,ACS-HUD Data Linkage,768,https://www.datalumos.org/datalumos/project/222121/version/V1/view,"CSV, TXT, PDF",Finished,0.01,2025-02-27,DL,"To protect the confidentiality of survey respondents, the ACS-HUD linked files are restricted-use files. Interested researchers can submit a proposal to use the data through the Federal Statistical Research Data Center (https://www.census.gov/fsrdc). Please visit the Census Bureau’s restricted use application website https://www.census.gov/about/adrm/ced/apply-for-access.html to find useful information about how to apply to use the data."""
43,_datasets/activities-of-us-affiliates-of-foreign-multinational-enterprises-data.md,Activities of U.S. Affiliates of Foreign Multinational Enterprises Data,1709,https://www.datalumos.org/datalumos/project/240521/version/V2/view,"PDF, XLSX",Finished,0.6,2025-11-21,"DRP, DL","Files organized by the page they were linked from, for ease of navigation the landing page html is saved for each, and most have their own metadata in PDF form."
44,_datasets/administrative-law-judge-decisions.md,Administrative Law Judge Decisions,1008,https://nlrbresearch.com/NLRB/NLRB_DB?_search=type%3A+%22ALJ%22,PDF,Finished,0.0,,NLRB-R,Captured as part of NLRB Research a free database a researcher made.
45,_datasets/advance-investment-payment-spend-plan.md,Advance Investment Payment Spend Plan,1005,https://www.datalumos.org/datalumos/project/227784/version/V1/view,"PDF, CSV",Finished,0.001,2025-04-24,"DRP, DL",
46,_datasets/aff---air-carrier-aircraft-fleet-age.md,AFF - Air Carrier Aircraft Fleet Age,1308,https://www.datalumos.org/datalumos/project/238365/version/V1/view,"CSV, PDF",Finished,0.0002,2025-09-18,"DRP, DL",
47,_datasets/aff---aircraft-fleet-age-by-carrier.md,AFF - Aircraft Fleet Age by Carrier,1286,https://www.datalumos.org/datalumos/project/238101/version/V1/view,"PDF, CSV",Finished,0.0002,2025-09-18,"DRP, DL",
48,_datasets/aff---average-air-fare-by-carrier.md,AFF - Average Air Fare by Carrier,1284,https://www.datalumos.org/datalumos/project/238141/version/V1/view,"PDF, CSV",Finished,0.0003,2025-09-18,"DRP, DL",DOT Transport Statistics - Average Air Fare by Carrier
49,_datasets/aff---average-air-fare-by-quarter.md,AFF - Average Air Fare by Quarter,1316,https://www.datalumos.org/datalumos/project/238404/version/V1/view,"CSV, PDF",Finished,0.0002,2025-09-18,"DRP, DL",
50,_datasets/aff---ga-inventory.md,AFF - GA Inventory,1285,https://www.datalumos.org/datalumos/project/238142/version/V1/view,"PDF, CSV",Finished,0.0002,2025-09-18,"DRP, DL",
51,_datasets/aff---ga-performance.md,AFF - GA Performance,1314,https://www.datalumos.org/datalumos/project/238403/version/V1/view,"CSV, PDF",Finished,0.0002,2025-09-18,"DRP, DL",
52,_datasets/aff---p12-operating-revenues-by-carrier.md,AFF - P12 Operating Revenues by Carrier,1317,https://www.datalumos.org/datalumos/project/238405/version/V1/view,"CSV, PDF",Finished,0.0002,2025-09-18,"DRP, DL",
53,_datasets/aff---p12a---air-carrier-fuel-efficiency-by-year.md,AFF - P12a - Air Carrier Fuel Efficiency by Year,1321,https://www.datalumos.org/datalumos/project/238309/version/V1/view,"CSV, PDF",Finished,0.0002,2025-09-18,"DRP, DL",
54,_datasets/aff---p12a---fuel-consumption-by-carrier-group.md,AFF - P12a - Fuel Consumption by Carrier Group,1309,https://www.datalumos.org/datalumos/project/238366/version/V1/view,"CSV, PDF",Finished,0.0002,2025-09-18,"DRP, DL",
55,_datasets/aff---p12a---fuel-cost-by-carrier-group.md,AFF - P12a - Fuel Cost by Carrier Group,1310,https://www.datalumos.org/datalumos/project/238310/version/V1/view,"CSV, PDF",Finished,0.0002,2025-09-18,"DRP, DL",
56,_datasets/aff---p1a-employees-summary.md,AFF - P1a Employees Summary,1315,https://www.datalumos.org/datalumos/project/238308/version/V1/view,"CSV, PDF",Finished,0.0002,2025-09-18,"DRP, DL",
57,_datasets/aff---t100-segment-summary-by-carrier.md,AFF - T100 Segment Summary By Carrier,1313,https://www.datalumos.org/datalumos/project/238363/version/V1/view,"CSV, PDF",Finished,0.0014,2025-09-25,"DRP, DL",
58,_datasets/aff---t100-segment-summary-by-country.md,AFF - T100 Segment Summary By Country,1318,https://www.datalumos.org/datalumos/project/238364/version/V1/view,"CSV, PDF",Finished,0.0005,2025-09-25,"DRP, DL",
59,_datasets/aff---t100-segment-summary-by-origin-airport.md,AFF - T100 Segment Summary By Origin Airport,1311,https://www.datalumos.org/datalumos/project/238362/version/V1/view,"CSV, PDF",Finished,0.0042,2025-09-25,"DRP, DL",
60,_datasets/aff---t100-segment-summary.md,AFF - T100 Segment Summary,1307,https://www.datalumos.org/datalumos/project/238361/version/V1/view,"CSV, PDF",Finished,0.0002,2025-09-25,"DRP, DL",
61,_datasets/affirmatively-furthering-fair-housing-affh-data.md,Affirmatively Furthering Fair Housing (AFFH) Data,1037,https://urban-data-catalog.s3.us-east-1.amazonaws.com/drupal-root-live/2025/04/03/housing-and-communities/hud-affh/data.zip,ZIP,Finished,0.876,2024-12-18,UI,"This dataset contains all data, documentation, and file resources linked to on the main US Department of Housing and Urban Development’s Affirmatively Furthering Fair Housing (AFFH) page and powering the AFFH tool."
62,_datasets/afghanistan-usaid-education-data.md,Afghanistan USAID Education Data,1441,https://www.datalumos.org/datalumos/project/238617/view,,Finished,,2025-06-26,"ICPSR, DL","Two USAID-funded Afghanistan project's data are included in this folder covering the period from 2013 to 2018. The projects are 1) Afghan Children Read (ACR) and 2) Resources, Skills, and Capacities in Early Grade (RSC-EGR ). Across the projects, the folder contains the following files and numbers of each codebooks (12), consent (3), data files (13), instruments (19), reports (0)."
63,_datasets/agency-for-healthcare-research-and-quality-ahrq-patient-safety-indicator-11-psi-11-measure-rates.md,Agency for Healthcare Research and Quality (AHRQ) Patient Safety Indicator 11 (PSI-11) Measure Rates,1161,https://www.datalumos.org/datalumos/project/233933/version/V1/view,"CSV, PDF",Finished,0.01,2025-06-23,"DRP, DL",
64,_datasets/aggregated-national-vehicle-miles-traveled-vmt-forecasting-30-years-into-the-future.md,Aggregated National Vehicle Miles Traveled (VMT) Forecasting – 30 Years into the Future,1699,https://www.datalumos.org/datalumos/project/239800/version/V2/view,PDF,Finished,0.0,2025-11-07,"DRP, DL",
65,_datasets/aging-independence-and-disability-agid-program-portal-data.md,"AGing, Independence, and Disability (AGID) Program Portal Data",1041,https://urban-data-catalog.s3.us-east-1.amazonaws.com/drupal-root-live/2025/03/28/race-and-equity/agid/data.zip,ZIP,Finished,6.0,2025-03-28,UI,"This resource contains all data from AGing, Independence, and Disability’s Program Data Portal from the US Department of Health and Human Services’ Administration for Community Living."
66,_datasets/agreement-of-hip-kinematics-between-two-tracking-marker-configurations-used-with-the-1-coda-pelvis-during-ergonomic-roofing-tasks.md,Agreement of hip kinematics between two tracking marker configurations used with the 1 CODA pelvis during ergonomic roofing tasks,1514,https://www.datalumos.org/datalumos/project/233572/view,,Finished,,,DL,
67,_datasets/aids-drug-assistance-programs-adaps.md,AIDS Drug Assistance Programs (ADAPS),242,https://www.dropbox.com/scl/fo/60drbfxp3p1hb1l4gr3cj/AHrpM10MrLH-0MvQHCcXFI4?rlkey=fps9vit5x2cg6367jhdykkl9a&dl=0,CSV,Finished,0.0,2025-01-31,ICPSR,
68,_datasets/air-data-pre-generated-files-dec-2024.md,"Air Data Pre-Generated Files, Dec. 2024",1029,https://sciop.net/uploads/75bd916972ae78cbe59534dd88da55d11c4719f2,CSV,Finished,20.0,2025-05-15,"DRP, SRC",Alternate torrent location https://academictorrents.com/details/75bd916972ae78cbe59534dd88da55d11c4719f2
69,_datasets/airports----citizen-connect.md,Airports -- Citizen Connect,877,https://www.datalumos.org/datalumos/project/222624/version/V1/view,CSV,Finished,0.0,2025-03-12,"DRP, DL",
70,_datasets/american-communities-survey-acs.md,American Communities Survey (ACS),59,https://livingatlas.arcgis.com/en/browse/?q=ACS%20by%20@esri_demographics#d=2&q=ACS+by+%40esri_demographics&type=layers,GIS,Finished,0.0,2025-02-12,ESRI,"Raw data only, not search and report interface."
71,_datasets/american-community-survey-acs---2022-2023.md,American Community Survey (ACS) - 2022-2023,243,https://www.dropbox.com/scl/fo/f15r2imeg6pcny6re497z/AOolRrKzvlmIYnjuZBurd0U/American%20Community%20Survey?rlkey=ey7kaoodi540d66s6kfvnqjn5&subfolder_nav_tracking=1&st=q4alyzlg&dl=0,ZIP,Finished,0.0,2025-01-31,ICPSR,
72,_datasets/american-housing-survey-ahs---2013-2023.md,American Housing Survey (AHS) - 2013-2023,244,https://www.dropbox.com/scl/fo/f15r2imeg6pcny6re497z/ABALJiOZwmRWosJeoar1wrM/American%20Housing%20Survey?rlkey=ey7kaoodi540d66s6kfvnqjn5&subfolder_nav_tracking=1&st=u9wlwli4&dl=0,"PDF, XLSX, CSV",Finished,0.0,2025-01-31,ICPSR,
73,_datasets/american-housing-survey-ahs.md,American Housing Survey (AHS),110,https://www.datalumos.org/datalumos/project/218583/version/V1/view,"ZIP, PDF",Finished,0.0,2025-02-09,"DRP, DL",
74,_datasets/american-rescue-plan-arp-rural-payments.md,American Rescue Plan (ARP) Rural Payments,1740,https://www.datalumos.org/datalumos/project/240882/version/V1/view,,Finished,,2025-02-12,"DRP, DL",
75,_datasets/american-time-use-survey---2013-2023.md,American Time Use Survey - 2013-2023,245,https://www.dropbox.com/scl/fo/f15r2imeg6pcny6re497z/ABgZsYTUtMhEZo4vOJuU1-c/American%20Time%20Use%20Survey?rlkey=ey7kaoodi540d66s6kfvnqjn5&subfolder_nav_tracking=1&st=yor4g4l4&dl=0,ZIP,Finished,0.0,2025-01-31,ICPSR,
76,_datasets/americorps-civic-engagement-and-volunteering-cev-dashboard.md,AmeriCorps Civic Engagement and Volunteering (CEV) Dashboard,407,https://www.datalumos.org/datalumos/project/222044/version/V2/view,"CSV, XLSX",Finished,0.0,2025-03-08,"DRP, DL",
77,_datasets/americorps-member-exit-survey-01012018---12312018.md,AmeriCorps Member Exit Survey 01/01/2018 - 12/31/2018,390,https://www.datalumos.org/datalumos/project/222043/version/V1/view,"CSV, XLSX, PDF",Finished,0.0,2025-03-08,"DRP, DL",
78,_datasets/americorps-member-race-and-ethnicity-national-figures.md,AmeriCorps Member Race and Ethnicity National Figures,367,https://www.datalumos.org/datalumos/project/221702/version/V1/view,CSV,Finished,0.0,2025-03-05,"DRP, DL",
79,_datasets/americorps-members-demographic.md,AmeriCorps Members Demographic,370,https://www.datalumos.org/datalumos/project/221704/version/V1/view,PDF,Finished,0.0,2025-03-05,"DRP, DL",
80,_datasets/americorps-nccc-deployments-map-02252022.md,AmeriCorps NCCC Deployments Map 02.25.2022,364,https://www.datalumos.org/datalumos/project/221582/version/V1/view,CSV,Finished,0.0,2025-03-04,"DRP, DL",
81,_datasets/americorps-nccc-deployments-new.md,AmeriCorps NCCC Deployments New,366,https://www.datalumos.org/datalumos/project/221701/version/V1/view,CSV,Finished,0.0,2025-03-05,"DRP, DL",
82,_datasets/americorps-participant-demographics-dashboard.md,AmeriCorps Participant Demographics Dashboard,368,https://www.datalumos.org/datalumos/project/221703/version/V1/view,"PDF, CSV",Finished,0.0,2025-03-05,"DRP, DL",
83,_datasets/americorps-participant-demographics-data.md,AmeriCorps Participant Demographics Data,369,https://www.datalumos.org/datalumos/project/221703/version/V1/view,"PDF, CSV",Finished,0.0,2025-03-05,"DRP, DL",
84,_datasets/americorps-research-grantee-dataset.md,AmeriCorps Research Grantee Dataset,371,https://www.datalumos.org/datalumos/project/221705/version/V1/view,"PDF, CSV",Finished,0.0,2025-03-05,"DRP, DL",
85,_datasets/americorps-research-grantee-map-2015-2023.md,AmeriCorps Research Grantee Map 2015-2023,386,https://www.datalumos.org/datalumos/project/222041/version/V1/view,"PDF, CSV",Finished,0.0,2025-03-08,"DRP, DL",
86,_datasets/americorps-research-grantee-story-map-april-2024.md,AmeriCorps Research Grantee Story Map April 2024,385,https://www.datalumos.org/datalumos/project/222041/version/V1/view,"PDF, CSV",Finished,0.0,2025-03-08,"DRP, DL",
87,_datasets/an-investigation-into-the-relationship-between-coal-workers-pneumoconiosis-and-dust-exposure-in-us-coal-miners.md,An Investigation Into the Relationship Between Coal Workers’ Pneumoconiosis and Dust Exposure in U.S. Coal Miners,1515,https://www.datalumos.org/datalumos/project/233566/view,,Finished,,,DL,
88,_datasets/analyses-to-support-epas-national-primary-drinking-water-rulemaking-for-pfas.md,Analyses to support EPA's National Primary Drinking Water Rulemaking for PFAS,184,https://web.archive.org/web/20250117221843/https://sab.epa.gov/ords/sab/f?p=100181649094799318P18_ID2601,"PDF, Webpage",Finished,0.0,2025-01-17,"EDGI, IA",
89,_datasets/analyzing-early-exits-what-the-americorps-member-exit-survey-reveals.md,Analyzing Early Exits What the AmeriCorps Member Exit Survey Reveals,388,https://www.datalumos.org/datalumos/project/222043/version/V1/view,"CSV, XLSX, PDF",Finished,0.0,2025-03-08,"DRP, DL",
90,_datasets/annual-adjustment-factors-aafs--metropolitan-area-look-up.md,Annual Adjustment Factors (AAFs)- Metropolitan Area Look-Up,508,https://www.datalumos.org/datalumos/project/222141/version/V1/view,ZIP,Finished,0.013,2025-02-27,"DRP, DL",
91,_datasets/annual-adjustment-factors.md,Annual Adjustment Factors,769,https://www.datalumos.org/datalumos/project/222141/version/V1/view,PDF,Finished,0.013,2025-02-27,DL,
92,_datasets/annual-energy-outlook.md,Annual Energy Outlook,73,https://zenodo.org/records/10838488,"XLSX, ZIP",Finished,6.7,2025-03-19,"PEDP, CaCo",
93,_datasets/annual-global-high-resolution-extreme-heat-estimates-gehe-1983-2016.md,"Annual Global High-Resolution Extreme Heat Estimates (GEHE), 1983-2016",1718,https://www.datalumos.org/datalumos/project/240762/version/V1/view,GeoTIFF,Finished,0.1,2025-11-28,"DRP, DL",
94,_datasets/annual-homelessness-assessment-report-ahar.md,Annual Homelessness Assessment Report (AHAR),499,https://www.datalumos.org/datalumos/project/222981/version/V1/view,"XLSX, PDF, CSV",Finished,0.5,2025-03-15,"DRP, DL",
95,_datasets/annual-inflationary-adjustments-and-passbook-rate.md,Annual Inflationary Adjustments and Passbook Rate,112,https://www.datalumos.org/datalumos/project/218884/version/V1/view,"PDF, XLSX",Finished,0.0,2025-02-10,"DRP, DL",
96,_datasets/annual-technology-baseline-atb-for-electricity-and-transportation.md,Annual Technology Baseline (ATB) for Electricity and Transportation,234,https://zenodo.org/records/14784563,"Parquet, XLSX, JSON",Finished,3.7,2024-08-01,"PEDP, CaCo",
97,_datasets/anthropometric-database-for-the-emts-in-the-united-states.md,Anthropometric Database for the EMTs in the United States,1516,https://www.datalumos.org/datalumos/project/233561/view,,Finished,,,DL,
98,_datasets/applied-force-alters-sensorineural-and-peripheral-vascular-function-in-an-animal-model-of-hand-arm-vibration-syndrome.md,Applied force alters sensorineural and peripheral vascular function in an animal model of hand-arm vibration syndrome,1517,https://www.datalumos.org/datalumos/project/233580/view,,Finished,,,DL,
99,_datasets/applied-pressure-alters-circulating-hormone-levels-and-biomarkers-of-peripheral-vascular-sensorineural-dysfunction.md,"Applied pressure alters circulating hormone levels and biomarkers of peripheral vascular, sensorineural dysfunction",1518,https://www.datalumos.org/datalumos/project/233592/view,,Finished,,,DL,
100,_datasets/apps-for-ag-hackathon.md,Apps for Ag Hackathon,445,https://www.datalumos.org/datalumos/project/223244/version/V1/view,"CSV, PDF",Finished,0.0,2025-03-17,"DRP, DL",
101,_datasets/arbitration-policies-and-procedures.md,Arbitration Policies and Procedures,641,https://www.datalumos.org/datalumos/project/223063/version/V1/view,PDF,Finished,0.0,2025-03-15,"DRP, DL",Regulations and Policies Tab
102,_datasets/arbitration-reports.md,Arbitration Reports,646,https://www.datalumos.org/datalumos/project/223064/version/V1/view,"CSV, XLSX, PDF, XLS, DOCX",Finished,0.0,2025-03-15,"DRP, DL",Reports Tab
